"","Date","HomeTeam","AwayTeam","FTHG","FTAG","B365H","B365D","B365A","BWH","BWD","BWA","GBH","GBD","GBA","IWH","IWD","IWA","LBH","LBD","LBA","WHH","WHD","WHA"
"3743","24/05/09","Fulham","Everton",0,2,2.1,3.3,3.6,2.05,3.2,3.3,2.1,3.2,3.3,2.1,3.4,3.25,2.1,3.3,3.5,2.15,3.3,3.4
"3761","24/05/09","Liverpool","Tottenham",3,1,1.53,4,6.5,1.45,3.85,6.65,1.53,3.75,6,1.6,3.7,5.3,1.53,4,6,1.53,4,6
"3631","16/05/09","Man United","Arsenal",0,0,1.67,3.5,6,1.65,3.4,5,1.67,3.5,5,1.65,3.5,5.3,1.5,3.6,5.5,1.67,3.5,5.5
"367","16/05/09","Tottenham","Man City",2,1,1.83,3.5,4.5,1.85,3.25,4,1.85,3.5,4,1.8,3.4,4.3,1.8,3.3,3.75,1.83,3.5,4.33
"3632","16/05/09","Man United","Arsenal",0,0,1.67,3.5,6,1.65,3.4,5,1.67,3.5,5,1.65,3.5,5.3,1.5,3.6,5.5,1.67,3.5,5.5
"3671","16/05/09","Tottenham","Man City",2,1,1.83,3.5,4.5,1.85,3.25,4,1.85,3.5,4,1.8,3.4,4.3,1.8,3.3,3.75,1.83,3.5,4.33
"3604","13/05/09","Wigan","Man United",1,2,12,5,1.3,9,4.5,1.3,10,4.75,1.3,8.5,4.5,1.35,8,4.33,1.3,10.5,4.6,1.33
"3605","13/05/09","Wigan","Man United",1,2,12,5,1.3,9,4.5,1.3,10,4.75,1.3,8.5,4.5,1.35,8,4.33,1.3,10.5,4.6,1.33
"3571","10/05/09","Arsenal","Chelsea",1,4,2.6,3.25,2.8,2.45,3.15,2.65,2.5,3.2,2.75,2.5,3.1,2.8,2.38,3.2,2.6,2.62,3.2,2.7
"3581","10/05/09","Man United","Man City",2,0,1.36,4.75,9.5,1.35,4.5,7.5,1.35,4.5,9,1.37,4.4,8,1.36,3.75,8,1.36,4.5,9.5
"3572","10/05/09","Arsenal","Chelsea",1,4,2.6,3.25,2.8,2.45,3.15,2.65,2.5,3.2,2.75,2.5,3.1,2.8,2.38,3.2,2.6,2.62,3.2,2.7
"3582","10/05/09","Man United","Man City",2,0,1.36,4.75,9.5,1.35,4.5,7.5,1.35,4.5,9,1.37,4.4,8,1.36,3.75,8,1.36,4.5,9.5
"3523","09/05/09","Everton","Tottenham",0,0,2.3,3.3,3.2,2.1,3.15,3.25,2.25,3.25,3.1,2.3,3.3,2.9,2.1,3.2,3,2.3,3.2,3.2
"353","09/05/09","Fulham","Aston Villa",3,1,2.62,3.25,2.75,2.5,3.15,2.6,2.6,3.2,2.65,2.5,3.2,2.75,2.38,3.2,2.6,2.62,3.3,2.62
"3524","09/05/09","Everton","Tottenham",0,0,2.3,3.3,3.2,2.1,3.15,3.25,2.25,3.25,3.1,2.3,3.3,2.9,2.1,3.2,3,2.3,3.2,3.2
"3531","09/05/09","Fulham","Aston Villa",3,1,2.62,3.25,2.75,2.5,3.15,2.6,2.6,3.2,2.65,2.5,3.2,2.75,2.38,3.2,2.6,2.62,3.3,2.62
"3401","02/05/09","Chelsea","Fulham",3,1,1.53,3.8,7,1.5,3.55,6.5,1.5,3.5,7.25,1.45,4,7,1.5,3.5,6,1.44,4,8
"3402","02/05/09","Chelsea","Fulham",3,1,1.53,3.8,7,1.5,3.55,6.5,1.5,3.5,7.25,1.45,4,7,1.5,3.5,6,1.44,4,8
"3312","25/04/09","Everton","Man City",1,2,1.83,3.5,4.5,1.8,3.3,4.1,1.83,3.4,4.25,1.8,3.4,4.3,1.73,3.2,4.33,1.83,3.4,4.5
"3341","25/04/09","Man United","Tottenham",5,2,1.44,4,9,1.4,4,7.5,1.44,4,7.5,1.43,4,7.6,1.4,3.75,7,1.4,4.33,8
"3313","25/04/09","Everton","Man City",1,2,1.83,3.5,4.5,1.8,3.3,4.1,1.83,3.4,4.25,1.8,3.4,4.3,1.73,3.2,4.33,1.83,3.4,4.5
"3342","25/04/09","Man United","Tottenham",5,2,1.44,4,9,1.4,4,7.5,1.44,4,7.5,1.43,4,7.6,1.4,3.75,7,1.4,4.33,8
"3282","22/04/09","Chelsea","Everton",0,0,1.44,4.2,8.5,1.41,3.8,7.75,1.45,3.75,8,1.4,4.3,7.5,1.4,3.75,7,1.44,4,8.5
"3283","22/04/09","Chelsea","Everton",0,0,1.44,4.2,8.5,1.41,3.8,7.75,1.45,3.75,8,1.4,4.3,7.5,1.4,3.75,7,1.44,4,8.5
"3273","21/04/09","Liverpool","Arsenal",4,4,1.72,3.6,5,1.65,3.5,4.75,1.73,3.35,5,1.8,3.4,4.3,1.8,3.2,4,1.8,3.4,4.6
"3274","21/04/09","Liverpool","Arsenal",4,4,1.72,3.6,5,1.65,3.5,4.75,1.73,3.35,5,1.8,3.4,4.3,1.8,3.2,4,1.8,3.4,4.6
"3184","12/04/09","Aston Villa","Everton",3,3,2.2,3.25,3.5,2.1,3.15,3.25,2.2,3.2,3.25,2,3.3,3.6,2.1,3.3,3.5,2.25,3.2,3.3
"319","12/04/09","Man City","Fulham",1,3,1.91,3.4,4.33,1.8,3.35,4,1.9,3.3,4,1.85,3.4,4,1.8,3.5,4.5,1.91,3.25,4.33
"3185","12/04/09","Aston Villa","Everton",3,3,2.2,3.25,3.5,2.1,3.15,3.25,2.2,3.2,3.25,2,3.3,3.6,2.1,3.3,3.5,2.25,3.2,3.3
"3191","12/04/09","Man City","Fulham",1,3,1.91,3.4,4.33,1.8,3.35,4,1.9,3.3,4,1.85,3.4,4,1.8,3.5,4.5,1.91,3.25,4.33
"3171","11/04/09","Wigan","Arsenal",1,4,5.25,3.5,1.73,4.9,3.45,1.65,5,3.3,1.73,4.6,3.5,1.75,5,3.5,1.73,5.5,3.4,1.7
"3172","11/04/09","Wigan","Arsenal",1,4,5.25,3.5,1.73,4.9,3.45,1.65,5,3.3,1.73,4.6,3.5,1.75,5,3.5,1.73,5.5,3.4,1.7
"308","05/04/09","Everton","Wigan",4,0,1.72,3.4,5.5,1.6,3.5,5.25,1.7,3.45,5,1.75,3.5,4.6,1.73,3.1,4.5,1.73,3.5,5
"309","05/04/09","Man United","Aston Villa",3,2,1.4,4.33,9,1.35,4.25,7.85,1.4,4,8.5,1.37,4.4,8,1.36,3.75,8,1.4,4.2,9
"3081","05/04/09","Everton","Wigan",4,0,1.72,3.4,5.5,1.6,3.5,5.25,1.7,3.45,5,1.75,3.5,4.6,1.73,3.1,4.5,1.73,3.5,5
"3091","05/04/09","Man United","Aston Villa",3,2,1.4,4.33,9,1.35,4.25,7.85,1.4,4,8.5,1.37,4.4,8,1.36,3.75,8,1.4,4.2,9
"3001","04/04/09","Arsenal","Man City",2,0,1.53,3.75,7.5,1.5,3.75,6.05,1.5,3.75,7,1.5,3.8,6.7,1.44,3.6,6.5,1.44,4,8
"303","04/04/09","Fulham","Liverpool",0,1,6,3.75,1.61,5.25,3.5,1.6,5.5,3.6,1.62,6,3.7,1.55,4.5,3.5,1.62,6,3.75,1.57
"3002","04/04/09","Arsenal","Man City",2,0,1.53,3.75,7.5,1.5,3.75,6.05,1.5,3.75,7,1.5,3.8,6.7,1.44,3.6,6.5,1.44,4,8
"3031","04/04/09","Fulham","Liverpool",0,1,6,3.75,1.61,5.25,3.5,1.6,5.5,3.6,1.62,6,3.7,1.55,4.5,3.5,1.62,6,3.75,1.57
"2972","22/03/09","Liverpool","Aston Villa",5,0,1.44,4.2,8,1.45,3.75,7,1.47,3.75,7.5,1.5,3.8,6.7,1.44,3.6,6.5,1.44,4,8
"2973","22/03/09","Liverpool","Aston Villa",5,0,1.44,4.2,8,1.45,3.75,7,1.47,3.75,7.5,1.5,3.8,6.7,1.44,3.6,6.5,1.44,4,8
"2912","21/03/09","Fulham","Man United",2,0,8,4.2,1.44,6.75,3.8,1.45,7.5,4,1.45,6.7,3.8,1.5,6,3.5,1.5,8,4,1.44
"2951","21/03/09","Tottenham","Chelsea",1,0,4.5,3.5,1.83,4.1,3.3,1.8,4,3.3,1.9,3.9,3.3,1.9,3.5,3.2,1.91,4.5,3.4,1.83
"2913","21/03/09","Fulham","Man United",2,0,8,4.2,1.44,6.75,3.8,1.45,7.5,4,1.45,6.7,3.8,1.5,6,3.5,1.5,8,4,1.44
"2952","21/03/09","Tottenham","Chelsea",1,0,4.5,3.5,1.83,4.1,3.3,1.8,4,3.3,1.9,3.9,3.3,1.9,3.5,3.2,1.91,4.5,3.4,1.83
"2871","15/03/09","Aston Villa","Tottenham",1,2,2,3.3,4,1.95,3.2,3.65,2,3.35,3.75,2.05,3.25,3.5,1.91,3.1,3.6,2.05,3.2,3.75
"2881","15/03/09","Chelsea","Man City",1,0,1.4,4.5,9,1.4,4,7.5,1.42,4,9,1.4,4.3,7.5,1.4,3.75,7,1.4,4.2,9
"2872","15/03/09","Aston Villa","Tottenham",1,2,2,3.3,4,1.95,3.2,3.65,2,3.35,3.75,2.05,3.25,3.5,1.91,3.1,3.6,2.05,3.2,3.75
"2882","15/03/09","Chelsea","Man City",1,0,1.4,4.5,9,1.4,4,7.5,1.42,4,9,1.4,4.3,7.5,1.4,3.75,7,1.4,4.2,9
"284","14/03/09","Man United","Liverpool",1,4,1.91,3.3,4.5,1.8,3.3,4.1,1.91,3.25,4.25,1.9,3.25,4,1.8,3.2,4,1.91,3.2,4.33
"2841","14/03/09","Man United","Liverpool",1,4,1.91,3.3,4.5,1.8,3.3,4.1,1.91,3.25,4.25,1.9,3.25,4,1.8,3.2,4,1.91,3.2,4.33
"2732","04/03/09","Man City","Aston Villa",2,0,2.5,3.3,2.87,2.25,3.15,2.95,2.5,3.25,2.8,2.5,3.1,2.8,2.62,3.3,2.62,2.5,3.2,2.88
"2733","04/03/09","Man City","Aston Villa",2,0,2.5,3.3,2.87,2.25,3.15,2.95,2.5,3.25,2.8,2.5,3.1,2.8,2.62,3.3,2.62,2.5,3.2,2.88
"2602","28/02/09","Arsenal","Fulham",0,0,1.4,4.33,9,1.4,4,7.5,1.44,4,8.5,1.43,4,7.6,1.44,4,8,1.4,4.2,9
"2611","28/02/09","Chelsea","Wigan",2,1,1.28,5,13,1.25,5,10,1.33,4.5,11,1.3,4.8,9.5,1.33,4.33,12,1.3,4.8,11
"2603","28/02/09","Arsenal","Fulham",0,0,1.4,4.33,9,1.4,4,7.5,1.44,4,8.5,1.43,4,7.6,1.44,4,8,1.4,4.2,9
"2612","28/02/09","Chelsea","Wigan",2,1,1.28,5,13,1.25,5,10,1.33,4.5,11,1.3,4.8,9.5,1.33,4.33,12,1.3,4.8,11
"2571","22/02/09","Liverpool","Man City",1,1,1.57,3.75,7,1.55,3.6,5.5,1.6,3.5,6,1.55,3.5,6.7,1.5,4,7,1.53,3.75,7
"2572","22/02/09","Liverpool","Man City",1,1,1.57,3.75,7,1.55,3.6,5.5,1.6,3.5,6,1.55,3.5,6.7,1.5,4,7,1.53,3.75,7
"2511","21/02/09","Aston Villa","Chelsea",0,1,3.3,3.3,2.25,3.05,3.15,2.2,3.2,3.25,2.2,3.1,3.1,2.3,2.88,3,2.25,3.3,3.3,2.2
"2512","21/02/09","Aston Villa","Chelsea",0,1,3.3,3.3,2.25,3.05,3.15,2.2,3.2,3.25,2.2,3.1,3.1,2.3,2.88,3,2.25,3.3,3.3,2.2
"2492","18/02/09","Man United","Fulham",3,0,1.25,5.5,13,1.25,5,10,1.27,5,13,1.25,5,12.5,1.2,5,11,1.17,5,15
"2493","18/02/09","Man United","Fulham",3,0,1.25,5.5,13,1.25,5,10,1.27,5,13,1.25,5,12.5,1.2,5,11,1.17,5,15
"246","08/02/09","Tottenham","Arsenal",0,0,3,3.3,2.4,2.95,3.15,2.25,2.9,3.25,2.4,2.8,3.1,2.3,3,3.2,2.4,3,3.25,2.38
"2461","08/02/09","Tottenham","Arsenal",0,0,3,3.3,2.4,2.95,3.15,2.25,2.9,3.25,2.4,2.8,3.1,2.3,3,3.2,2.4,3,3.25,2.38
"2453","07/02/09","Wigan","Fulham",0,0,2,3.4,3.8,2.05,3,3.55,2,3.25,3.8,1.9,3.2,3.6,2,3.4,3.75,1.95,3.3,4
"2454","07/02/09","Wigan","Fulham",0,0,2,3.4,3.8,2.05,3,3.55,2,3.25,3.8,1.9,3.2,3.6,2,3.4,3.75,1.95,3.3,4
"2363","01/02/09","Liverpool","Chelsea",2,0,2.5,3.1,3.1,2.3,3.15,2.9,2.5,3.1,2.9,2.3,3,2.9,2.5,3,3,2.4,3.1,3.1
"2364","01/02/09","Liverpool","Chelsea",2,0,2.5,3.1,3.1,2.3,3.15,2.9,2.5,3.1,2.9,2.3,3,2.9,2.5,3,3,2.4,3.1,3.1
"229","31/01/09","Aston Villa","Wigan",0,0,1.61,3.7,6,1.55,3.55,5.75,1.67,3.5,5.5,1.6,3.5,5,1.62,3.6,6,1.62,3.6,6
"2332","31/01/09","Man United","Everton",1,0,1.36,4.5,10,1.35,4.5,7.25,1.4,4.33,8.5,1.35,4.2,8,1.36,4.5,9,1.36,4.5,9
"2291","31/01/09","Aston Villa","Wigan",0,0,1.61,3.7,6,1.55,3.55,5.75,1.67,3.5,5.5,1.6,3.5,5,1.62,3.6,6,1.62,3.6,6
"2333","31/01/09","Man United","Everton",1,0,1.36,4.5,10,1.35,4.5,7.25,1.4,4.33,8.5,1.35,4.2,8,1.36,4.5,9,1.36,4.5,9
"2241","28/01/09","Everton","Arsenal",1,1,3,3.3,2.5,2.75,3.15,2.4,2.9,3.25,2.4,2.7,3.1,2.4,2.8,3.2,2.2,3,3.25,2.38
"2272","28/01/09","Wigan","Liverpool",1,1,5,3.5,1.83,4.7,3.35,1.7,4.5,3.4,1.83,4.5,3.2,1.75,4.5,3.3,1.67,4.8,3.5,1.75
"2242","28/01/09","Everton","Arsenal",1,1,3,3.3,2.5,2.75,3.15,2.4,2.9,3.25,2.4,2.7,3.1,2.4,2.8,3.2,2.2,3,3.25,2.38
"2273","28/01/09","Wigan","Liverpool",1,1,5,3.5,1.83,4.7,3.35,1.7,4.5,3.4,1.83,4.5,3.2,1.75,4.5,3.3,1.67,4.8,3.5,1.75
"2174","19/01/09","Liverpool","Everton",1,1,1.62,3.75,6,1.6,3.45,5.35,1.62,3.5,6.25,1.55,3.5,5.5,1.67,3.5,5.5,1.62,3.4,6.5
"2175","19/01/09","Liverpool","Everton",1,1,1.62,3.75,6,1.6,3.45,5.35,1.62,3.5,6.25,1.55,3.5,5.5,1.67,3.5,5.5,1.62,3.4,6.5
"212","17/01/09","Man City","Wigan",1,0,2,3.4,3.75,1.85,3.35,3.8,2,3.35,3.75,1.9,3.2,3.6,2,3.4,3.75,1.95,3.3,4
"2121","17/01/09","Man City","Wigan",1,0,2,3.4,3.75,1.85,3.35,3.8,2,3.35,3.75,1.9,3.2,3.6,2,3.4,3.75,1.95,3.3,4
"207","14/01/09","Man United","Wigan",1,0,1.2,6,15,1.2,5.5,12,1.22,5.5,14,1.22,5,10,1.2,5,11,1.22,4.8,10
"2071","14/01/09","Man United","Wigan",1,0,1.2,6,15,1.2,5.5,12,1.22,5.5,14,1.22,5,10,1.2,5,11,1.22,4.8,10
"2051","11/01/09","Man United","Chelsea",3,0,2.2,3.2,3.5,2.2,3.2,3,2.2,3.2,3.3,2.1,3,3.3,2.2,3,3,2.2,3.1,3.5
"206","11/01/09","Wigan","Tottenham",1,0,2.5,3.25,2.88,2.3,3.15,2.85,2.5,3.3,2.75,2.4,3.1,2.7,2.25,3.2,2.75,2.4,3.3,2.9
"2052","11/01/09","Man United","Chelsea",3,0,2.2,3.2,3.5,2.2,3.2,3,2.2,3.2,3.3,2.1,3,3.3,2.2,3,3,2.2,3.1,3.5
"2061","11/01/09","Wigan","Tottenham",1,0,2.5,3.25,2.88,2.3,3.15,2.85,2.5,3.3,2.75,2.4,3.1,2.7,2.25,3.2,2.75,2.4,3.3,2.9
"1931","28/12/08","Fulham","Chelsea",2,2,6.5,3.75,1.61,6,3.7,1.5,5.75,3.75,1.6,5,3.5,1.6,6.5,3.6,1.57,6.5,3.6,1.57
"1932","28/12/08","Fulham","Chelsea",2,2,6.5,3.75,1.61,6,3.7,1.5,5.75,3.75,1.6,5,3.5,1.6,6.5,3.6,1.57,6.5,3.6,1.57
"1791","26/12/08","Aston Villa","Arsenal",2,2,2.5,3.3,2.87,2.5,3.15,2.6,2.5,3.25,2.75,2.5,3,2.7,2.38,3.25,3,2.5,3.2,2.88
"187","26/12/08","Tottenham","Fulham",0,0,1.72,3.6,5,1.72,3.4,4.5,1.75,3.5,4.75,1.75,3.3,4.2,1.73,3.5,5,1.8,3.4,4.6
"1792","26/12/08","Aston Villa","Arsenal",2,2,2.5,3.3,2.87,2.5,3.15,2.6,2.5,3.25,2.75,2.5,3,2.7,2.38,3.25,3,2.5,3.2,2.88
"1871","26/12/08","Tottenham","Fulham",0,0,1.72,3.6,5,1.72,3.4,4.5,1.75,3.5,4.75,1.75,3.3,4.2,1.73,3.5,5,1.8,3.4,4.6
"1781","22/12/08","Everton","Chelsea",0,0,5,3.6,1.73,4.7,3.35,1.7,4.75,3.5,1.75,4.2,3.3,1.75,5,3.5,1.73,5,3.6,1.7
"1782","22/12/08","Everton","Chelsea",0,0,5,3.6,1.73,4.7,3.35,1.7,4.75,3.5,1.75,4.2,3.3,1.75,5,3.5,1.73,5,3.6,1.7
"175","21/12/08","Arsenal","Liverpool",1,1,2.4,3.25,3,2.3,3.15,2.85,2.4,3.2,3,2.3,3.1,2.8,2.4,3.2,3,2.38,3.1,3.1
"1751","21/12/08","Arsenal","Liverpool",1,1,2.4,3.25,3,2.3,3.15,2.85,2.4,3.2,3,2.3,3.1,2.8,2.4,3.2,3,2.38,3.1,3.1
"1621","13/12/08","Man City","Everton",0,1,2,3.4,3.8,2.05,3.15,3.4,2.05,3.3,3.75,2,3.2,3.3,1.91,3.25,3.4,2.05,3.3,3.6
"1661","13/12/08","Tottenham","Man United",0,0,4.5,3.5,1.83,4.2,3.25,1.8,4.5,3.3,1.85,3.8,3.2,1.85,4.5,3.5,1.8,4.5,3.5,1.8
"1622","13/12/08","Man City","Everton",0,1,2,3.4,3.8,2.05,3.15,3.4,2.05,3.3,3.75,2,3.2,3.3,1.91,3.25,3.4,2.05,3.3,3.6
"1662","13/12/08","Tottenham","Man United",0,0,4.5,3.5,1.83,4.2,3.25,1.8,4.5,3.3,1.85,3.8,3.2,1.85,4.5,3.5,1.8,4.5,3.5,1.8
"1572","07/12/08","Everton","Aston Villa",2,3,2.62,3.25,2.75,2.6,3.15,2.5,2.6,3.25,2.6,2.4,3.1,2.7,2.6,3.2,2.75,2.62,3.3,2.62
"1573","07/12/08","Everton","Aston Villa",2,3,2.62,3.25,2.75,2.6,3.15,2.5,2.6,3.25,2.6,2.4,3.1,2.7,2.6,3.2,2.75,2.62,3.3,2.62
"1502","06/12/08","Arsenal","Wigan",1,0,1.33,4.75,11,1.25,5,10,1.35,4.5,9,1.3,4.4,8.5,1.33,4.5,11,1.3,5,11
"1531","06/12/08","Fulham","Man City",1,1,2.6,3.2,2.8,2.6,3.15,2.5,2.6,3.25,2.6,2.5,3.1,2.6,2.6,3.4,2.6,2.6,3.2,2.7
"1503","06/12/08","Arsenal","Wigan",1,0,1.33,4.75,11,1.25,5,10,1.35,4.5,9,1.3,4.4,8.5,1.33,4.5,11,1.3,5,11
"1532","06/12/08","Fulham","Man City",1,1,2.6,3.2,2.8,2.6,3.15,2.5,2.6,3.25,2.6,2.5,3.1,2.6,2.6,3.4,2.6,2.6,3.2,2.7
"145","30/11/08","Chelsea","Arsenal",1,2,1.8,3.4,5,1.65,3.45,4.9,1.75,3.4,5,1.7,3.3,4.5,1.73,3.1,4.5,1.67,3.3,4.5
"146","30/11/08","Man City","Man United",0,1,4.33,3.6,1.83,4.2,3.25,1.8,4,3.35,1.9,3.8,3.2,1.85,3.75,3.2,1.83,4.33,3.2,1.73
"1481","30/11/08","Tottenham","Everton",0,1,1.91,3.5,4,1.9,3.2,3.8,2,3.3,3.6,1.9,3.2,3.6,2,3.2,3.2,1.95,3.25,3.3
"1451","30/11/08","Chelsea","Arsenal",1,2,1.8,3.4,5,1.65,3.45,4.9,1.75,3.4,5,1.7,3.3,4.5,1.73,3.1,4.5,1.67,3.3,4.5
"1461","30/11/08","Man City","Man United",0,1,4.33,3.6,1.83,4.2,3.25,1.8,4,3.35,1.9,3.8,3.2,1.85,3.75,3.2,1.83,4.33,3.2,1.73
"1482","30/11/08","Tottenham","Everton",0,1,1.91,3.5,4,1.9,3.2,3.8,2,3.3,3.6,1.9,3.2,3.6,2,3.2,3.2,1.95,3.25,3.3
"1401","29/11/08","Aston Villa","Fulham",0,0,1.57,3.8,6.5,1.6,3.45,5.4,1.65,3.4,5.5,1.65,3.5,4.5,1.62,3.25,5,1.57,3.5,5
"1402","29/11/08","Aston Villa","Fulham",0,0,1.57,3.8,6.5,1.6,3.45,5.4,1.65,3.4,5.5,1.65,3.5,4.5,1.62,3.25,5,1.57,3.5,5
"1394","24/11/08","Wigan","Everton",1,0,2.5,3.3,2.88,2.5,3.15,2.6,2.5,3.25,2.65,2.55,3.1,2.55,2.5,3.3,2.8,2.5,3.2,2.6
"1395","24/11/08","Wigan","Everton",1,0,2.5,3.3,2.88,2.5,3.15,2.6,2.5,3.25,2.65,2.55,3.1,2.55,2.5,3.3,2.8,2.5,3.2,2.6
"1304","22/11/08","Aston Villa","Man United",0,0,5,3.6,1.73,4.45,3.3,1.75,4.5,3.4,1.77,4.2,3.3,1.75,4.5,3.5,1.8,4.2,3.4,1.75
"1321","22/11/08","Liverpool","Fulham",0,0,1.25,5.5,15,1.22,5.25,11,1.27,5,11,1.27,4.6,9,1.25,5.5,12,1.22,5.25,11
"1331","22/11/08","Man City","Arsenal",3,0,3.25,3.4,2.2,3.25,3.15,2.1,3.2,3.2,2.2,3.1,3.2,2.1,3.2,3.4,2.2,3.4,3.25,2
"1305","22/11/08","Aston Villa","Man United",0,0,5,3.6,1.73,4.45,3.3,1.75,4.5,3.4,1.77,4.2,3.3,1.75,4.5,3.5,1.8,4.2,3.4,1.75
"1322","22/11/08","Liverpool","Fulham",0,0,1.25,5.5,15,1.22,5.25,11,1.27,5,11,1.27,4.6,9,1.25,5.5,12,1.22,5.25,11
"1332","22/11/08","Man City","Arsenal",3,0,3.25,3.4,2.2,3.25,3.15,2.1,3.2,3.2,2.2,3.1,3.2,2.1,3.2,3.4,2.2,3.4,3.25,2
"1202","15/11/08","Arsenal","Aston Villa",0,2,1.5,4,7,1.45,3.75,7,1.53,3.75,7,1.5,3.8,5.5,1.44,3.75,6,1.53,3.75,7
"1231","15/11/08","Fulham","Tottenham",2,1,3.3,3.3,2.25,3.25,3.15,2.1,3.1,3.3,2.25,2.8,3.1,2.3,2.8,3.2,2.2,3.1,3.3,2.3
"1203","15/11/08","Arsenal","Aston Villa",0,2,1.5,4,7,1.45,3.75,7,1.53,3.75,7,1.5,3.8,5.5,1.44,3.75,6,1.53,3.75,7
"1232","15/11/08","Fulham","Tottenham",2,1,3.3,3.3,2.25,3.25,3.15,2.1,3.1,3.3,2.25,2.8,3.1,2.3,2.8,3.2,2.2,3.1,3.3,2.3
"1193","09/11/08","Man City","Tottenham",1,2,2.25,3.3,3.3,2.05,3.2,3.3,2.2,3.2,3.3,2.3,3.1,2.8,2.2,3.3,3.3,2.15,3.3,3.4
"1194","09/11/08","Man City","Tottenham",1,2,2.25,3.3,3.3,2.05,3.2,3.3,2.2,3.2,3.3,2.3,3.1,2.8,2.2,3.3,3.3,2.15,3.3,3.4
"1101","08/11/08","Arsenal","Man United",2,1,3.25,3.25,2.3,2.8,3.15,2.35,3,3.2,2.35,2.9,3,2.3,3,3.2,2.38,3.1,3.1,2.4
"1102","08/11/08","Arsenal","Man United",2,1,3.25,3.25,2.3,2.8,3.15,2.35,3,3.2,2.35,2.9,3,2.3,3,3.2,2.38,3.1,3.1,2.4
"1012","01/11/08","Everton","Fulham",1,0,1.67,3.75,5.5,1.7,3.35,4.65,1.73,3.5,4.75,1.7,3.4,4.3,1.73,3.2,4.33,1.73,3.5,5
"106","01/11/08","Tottenham","Liverpool",2,1,3.5,3.3,2.1,3.65,3.2,1.95,3.6,3.35,2.05,3.2,3.1,2.1,3.2,3.2,2,3.5,3.3,2.1
"1013","01/11/08","Everton","Fulham",1,0,1.67,3.75,5.5,1.7,3.35,4.65,1.73,3.5,4.75,1.7,3.4,4.3,1.73,3.2,4.33,1.73,3.5,5
"1061","01/11/08","Tottenham","Liverpool",2,1,3.5,3.3,2.1,3.65,3.2,1.95,3.6,3.35,2.05,3.2,3.1,2.1,3.2,3.2,2,3.5,3.3,2.1
"912","29/10/08","Arsenal","Tottenham",4,4,1.44,4.5,7.5,1.4,4,7.5,1.45,4,7,1.45,3.7,6.5,1.44,3.6,6.5,1.36,4,7
"943","29/10/08","Fulham","Wigan",2,0,2.38,3.3,3,2.2,3.15,3.05,2.4,3.25,2.8,2.2,3,3.1,2.25,3.2,2.75,2.25,3.2,2.75
"913","29/10/08","Arsenal","Tottenham",4,4,1.44,4.5,7.5,1.4,4,7.5,1.45,4,7,1.45,3.7,6.5,1.44,3.6,6.5,1.36,4,7
"944","29/10/08","Fulham","Wigan",2,0,2.38,3.3,3,2.2,3.15,3.05,2.4,3.25,2.8,2.2,3,3.1,2.25,3.2,2.75,2.25,3.2,2.75
"842","26/10/08","Chelsea","Liverpool",0,1,1.91,3.25,4.5,1.85,3.25,4,1.95,3.2,4.2,1.9,3.2,3.6,1.73,3.1,4.5,1.91,3.2,4.33
"892","26/10/08","Wigan","Aston Villa",0,4,2.6,3.3,2.75,2.5,3.15,2.6,2.55,3.2,2.75,2.5,3,2.7,2.6,3.1,2.4,2.6,3.2,2.75
"843","26/10/08","Chelsea","Liverpool",0,1,1.91,3.25,4.5,1.85,3.25,4,1.95,3.2,4.2,1.9,3.2,3.6,1.73,3.1,4.5,1.91,3.2,4.33
"893","26/10/08","Wigan","Aston Villa",0,4,2.6,3.3,2.75,2.5,3.15,2.6,2.55,3.2,2.75,2.5,3,2.7,2.6,3.1,2.4,2.6,3.2,2.75
"81","25/10/08","Everton","Man United",1,1,7.5,4,1.5,6.5,3.6,1.5,7,3.6,1.55,5.5,3.5,1.55,5,3.5,1.57,6.5,3.8,1.53
"811","25/10/08","Everton","Man United",1,1,7.5,4,1.5,6.5,3.6,1.5,7,3.6,1.55,5.5,3.5,1.55,5,3.5,1.57,6.5,3.8,1.53
"702","18/10/08","Arsenal","Everton",3,1,1.36,4.5,10,1.35,4.25,8,1.4,4.33,8.5,1.37,4.2,7.5,1.36,4.33,10,1.36,4.5,9.5
"742","18/10/08","Liverpool","Wigan",3,2,1.4,4.33,9,1.3,4.5,9,1.4,4.33,8.5,1.3,4.4,8.5,1.36,4.33,10,1.33,4.5,11
"703","18/10/08","Arsenal","Everton",3,1,1.36,4.5,10,1.35,4.25,8,1.4,4.33,8.5,1.37,4.2,7.5,1.36,4.33,10,1.36,4.5,9.5
"743","18/10/08","Liverpool","Wigan",3,2,1.4,4.33,9,1.3,4.5,9,1.4,4.33,8.5,1.3,4.4,8.5,1.36,4.33,10,1.33,4.5,11
"643","05/10/08","Chelsea","Aston Villa",2,0,1.5,4,7,1.4,4,7.5,1.53,3.75,6.5,1.45,3.7,6.5,1.5,3.6,8,1.44,4.2,7.5
"66","05/10/08","Man City","Liverpool",2,3,3.2,3.3,2.25,2.95,3.15,2.25,3.2,3.2,2.2,2.8,3.1,2.3,3.25,3.25,2.25,3.25,3.25,2.25
"644","05/10/08","Chelsea","Aston Villa",2,0,1.5,4,7,1.4,4,7.5,1.53,3.75,6.5,1.45,3.7,6.5,1.5,3.6,8,1.44,4.2,7.5
